index	#1 Label	#2 ImageID	#3 String
3003	negative	3003.jpg	Canada is in Carbon Pollution Globally! Go Harper, GO!	
3006	negative	3006.jpg	Harper thinking: ""Hmm. Duffy, refugees, PeeGate, recession ..."" Harper talking: ""Look ! There's a terrorist!	
3018	negative	3018.jpg	Harper on Martin RE: Sponsorship Scandal	
3025	negative	3025.jpg	5 things to watch for in Cdn. business this wk, including lots of stats & debate	
3026	negative	3026.jpg	Coping with emergency: Harper Govt takes 6 to 18 months to process admissions of	
3039	negative	3039.jpg	Natpo says harper has a sense of humor. Yeah, so what?	
3044	negative	3044.jpg	Voter suppression, disinterest and other factors combine. A dangerous trend has taken hold.	
3054	negative	3054.jpg	Picture of Steven Harper when asked if he respects media, democracy, the courts, and the law.	
3060	negative	3060.jpg	227 000 fake followers for	
3061	negative	3061.jpg	makes asking candidates questions easy.	
3068	negative	3068.jpg	If you don't vote Grumpy 'Ole Demented Men choose your prime minister.	
3072	negative	3072.jpg	CANADIANS on Interpol public website, listed as wanted for terrorism	
3081	negative	3081.jpg	Blue parrot made G&M ed. cartoon w/right wing wizard of Oz.	
3082	negative	3082.jpg	Should Canadians Put Their Trust In Justin? - The Justin Trudeau song!	
3088	negative	3088.jpg	Pakistan PM in presence of American Imperialism Vs Canada's PM in presence of American Imperialism	
3089	negative	3089.jpg	So the flower says, ""I told you I would grow better with bullshit as fertilizer!""	
3090	negative	3090.jpg	explains his follow-the-leader attitude toward apologies.	
3117	negative	3117.jpg	Did a PMO lackey tamper with Woodcock's evidence at ?	
3120	negative	3120.jpg	Unsafe site 4 Cda Post Box. Complained to Conservative MP. Nothing done. People have to park on road.	
3127	negative	3127.jpg	We sell LAVs to the Saudi's who use them to red mist Yemenis. This should be an issue.	
3134	negative	3134.jpg	Hah! Trickle Down economics becomes even more distasteful.	
3135	negative	3135.jpg	Conservative Support COLLAPSE: 40% Past Voters 2 Vote for Another Party	
3153	negative	3153.jpg	Harper claims the problem of unsettled refugees cannot be solved by refugee settlement.	
3154	negative	3154.jpg	Harper is under fire on during week 3 of negative mentions abound.	
3157	negative	3157.jpg	Is trending yet? Just asking.	
3180	negative	3180.jpg	The Harper Years by Statistics Canada, Table 282-0001	
3192	negative	3192.jpg	Shameless campaigning by Chris Alexander on CBCNN interviews today. No integrity, no heart... no answers	
3203	negative	3203.jpg	on economy: balance the budget. Small recession doesnt justify plan for 3 yrs of deficits	
3205	negative	3205.jpg	Harper Cons and The gift to	
3221	negative	3221.jpg	There's another one...	
3245	negative	3245.jpg	If abortion is a settled issue in then why people get upset with images of abortion?	
3251	negative	3251.jpg	Black votes matter: righting wrongs can start at ballot box:	
3260	negative	3260.jpg	Lookit what just turned up on my FB feed. I think someone's trying to change the (refugee crisis) channel...	
3271	negative	3271.jpg	Hitler and HARPER CLICK: ?????? Can you see the difference????	
3274	negative	3274.jpg	throuhg his actions, has shown his disdain for any Canadian who opposes his conservative agenda.	
3283	negative	3283.jpg	Harper is sitting back and letting the opposition parties do his dirty work.	
3290	negative	3290.jpg	Another ""1 more"" before I leave. Educate. Inform. Make sure supporters know the truth.	
3296	negative	3296.jpg	If abortion is a settled issue in than why people get upset with images of abortion?	
3306	negative	3306.jpg	Harper’s new spokesperson is kind of endearing, I suppose.	
3313	negative	3313.jpg	Is politics broken? & discuss!	
3321	negative	3321.jpg	If abortion is a settled issue in then why people get upset with images of abortion?	
3328	negative	3328.jpg	The best description of personality & character I've seen to date! OUT	
3341	negative	3341.jpg	Outrageous abuse of power: ‘F*** Harper’ sign results in $543 ticket	
3355	negative	3355.jpg	Found bunch candidates well-fed on horseshit & kept in the dark. Heard yours speak in ?	
3366	negative	3366.jpg	Harper HATES absolutely HATES traveling. Except his to arctic hideout	
3378	negative	3378.jpg	Much LPC NDP do do about nothin :	
3380	negative	3380.jpg	Well, no one can accuse of being anything but an impartial critic	
3393	negative	3393.jpg	PM Harper's FULL Response to Tragic Death of Aylan Kurdi & the Refugee Crisis	
3400	negative	3400.jpg	mentioned his $40M number for Adscam. Gomery actually found: Not $40M.	
3402	negative	3402.jpg	?? Wanted to share a picture included on my Twitter banner again, Of course to do with Read the page	
3407	negative	3407.jpg	Canada's Harsh 'Austerity' Policies Started with Paul Martin & the Liberals:	
3411	negative	3411.jpg	Margo McDiarmid why do you exclude Green Party from news every morning?	
3426	negative	3426.jpg	12 issues that will dominate |	
3435	negative	3435.jpg	Stephen Harper offers cursing supporter Senate appointment.	
3456	negative	3456.jpg	on drowning death of Syrian toddler off Turkey.	
3457	negative	3457.jpg	The Tories should get to replace the guy.	
3460	negative	3460.jpg	Harper CPC's Touching Concern Abt Refugees in Riding Mailer, Prior 3-Yr Old Syrian Refugee Drowning	
3462	negative	3462.jpg	The only way to deal with the trolls is to answer them with	
3473	negative	3473.jpg	1/5 young people have mental health problems. Few get help. are leading the way to change that.	
3482	negative	3482.jpg	If abortion is a settled issue in than why people get upset with images of abortion?	
3485	negative	3485.jpg	From dishonorable OUT in No respect for or	
3487	negative	3487.jpg	and here is why	
3488	negative	3488.jpg	Jason Kenny Redefines ""deficit""	
3494	negative	3494.jpg	Only G7 nation in recession blames world affairs for failure of its one industry economic strategy.	
3495	negative	3495.jpg	Does condone this sort of shameful behavior by his candidates? You can't have it both ways.	
3499	negative	3499.jpg	The ballot box question is simple. do we want more of this hypocritical leadership. has to go	
3506	negative	3506.jpg	commentary in Vancouver's DTES just now.	
3522	negative	3522.jpg	About this much	
3526	negative	3526.jpg	Checking out the health-themed candidate forum for West riding. No Randy Donauer.	
3539	negative	3539.jpg	I hope, after Oct. 19, a documentary will be made on this. In the background, rapping Beatles lyrics. Lol!	
3553	negative	3553.jpg	1.9 billion dollar surplus.. This based on the money you took from EI, Veterans & Immigration??	
3558	negative	3558.jpg	This brand fitted you better!!!! Please leave Canada to the real canadians Please GO :-)	
3569	negative	3569.jpg	Hang-Ups | From the Chris Alexander archive:	
3591	negative	3591.jpg	at least 5 ...	
3593	negative	3593.jpg	the blood of and his family is on you hands.	
3603	negative	3603.jpg	What's wrong ...	
3606	negative	3606.jpg	Stephen Harper's Kiss of death - Canadian Veterans	
3620	negative	3620.jpg	A Warning To The West: A Voice From Egypt | Should read this Happening here	
3626	negative	3626.jpg	Why do the NDP and LPC lie? Well, quite frankly, it's because the facts don't help their narrative.	
3628	negative	3628.jpg	Conservatives view migrants as criminals.	
3632	negative	3632.jpg	This is what the Grande Prairie—Mackenzie NDP riding association thinks about Albertans.	
3634	negative	3634.jpg	OECD reports Canada ranked 39th in 2015 GDP performance. Historic low for this country.	
3653	negative	3653.jpg	Stephen Harpers response to Syrian crisis is we need more bombs.I'd say they've probably had enough	
3654	negative	3654.jpg	MT Canada's rep. in the world never stronger, says Here's Great Statesman at UN.	
3663	negative	3663.jpg	NDP is new Conservative!	
3674	negative	3674.jpg	agree with or on issue?	
3701	negative	3701.jpg	If abortion is a settled issue in than why people get upset with images of abortion?	
3730	negative	3730.jpg	Best yet. ?? Sorry, couldn't resist.	
3736	negative	3736.jpg	Not so Great moment in Canadian History	
3738	negative	3738.jpg	finally has an answer for	
3739	negative	3739.jpg	Interesting polls! Hopefully there will be good voter turnout on October 19th...	
3753	negative	3753.jpg	Captive audience at this party in leaders debate beginning soon	
3754	negative	3754.jpg	Canadian Media Guild registers as a third party in	
3901	negative	3901.jpg	Will Arnet is Surly	
3918	negative	3918.jpg	What happened at work today? made me eat a bug.	
3988	negative	3988.jpg	didnt have a working iphone for 1st unveil demo but is so good at	
4070	negative	4070.jpg	Holiday, Report Can’t Save U.S. from Death Cross RWC Recap Sept 3	
4177	negative	4177.jpg	When crafting cover letters...	
4723	negative	4723.jpg	SOMEONE ask me for one more thing for free; I dare you. cc:	
4778	negative	4778.jpg	I want to see your face in there tonight.	
4779	negative	4779.jpg	tells us about LIVE from	
4826	negative	4826.jpg	By director it starred (Varys) who I didn't recognize until the end. Good fun.	
4836	negative	4836.jpg	Loose yourself to tonight! Escape from craze & join us for a drink or 2.	
4921	negative	4921.jpg	Diary, Day 3 : Wim Wenders has cool kicks via	
4969	negative	4969.jpg	""I have never done storyboard, in fact I hate it"" Nuri Bilge Ceylan	
4973	negative	4973.jpg	The journalists who uncovered the scandal that shook the Catholic church & the subjects of	
4992	negative	4992.jpg	all I will be doing is going to work, watching movies, sleep and repeat! ??	
5112	negative	5112.jpg	WINTER ON FIRE: UKRAINE'S FIGHT FOR FREEDOM director in a shirt at his premiere.	
5126	negative	5126.jpg	""Please do not walk down the escalator.""	
5171	negative	5171.jpg	Selection of the day	
5213	negative	5213.jpg	""A Tale of Love Madness and Death"" @	
5313	negative	5313.jpg	For some reason, three people have talked to me about the since I landed ... ????	
5318	negative	5318.jpg	When you wake up in a good mood but then remember the lost 10-2 to f***ing Baltimore last night ...	
5368	negative	5368.jpg	Non-IGers: I'd just like to say I tweeted this after Tulo's first at bat. You're welcome.	
5374	negative	5374.jpg	Wow! We get mercy'd in our 1st slo-pitch playoff game...and I come home to a beat-down. Not a great night!	
5414	negative	5414.jpg	awesome homers boys! 4-0	
5527	negative	5527.jpg	late cuz of work :( (@ Mills Hardware in Hamilton, ON, Canada, ON)	
5536	negative	5536.jpg	Why is Loop back on this team? Why is Loop in the game? Oh, bye Loop. Broken Loop	
5577	negative	5577.jpg	with mini -	
5624	negative	5624.jpg	Nice NY loses good job TB	
5634	negative	5634.jpg	Missed the game to drive a lambo. ??	
5682	negative	5682.jpg	Did you see this, Sorry Dion, your services are no longer required...	
5687	negative	5687.jpg	Pitchers when they find out they have to chuck against the	
5735	negative	5735.jpg	Me after that Grand Slam	
5870	negative	5870.jpg	Meanwhile in Toronto... J/K ??	
5883	negative	5883.jpg	Thrilled to have been the opening act for this guy	
5927	negative	5927.jpg	had to wake up from his nap and he's not happy, whippersnappers!	
5948	negative	5948.jpg	I know, right..!?	
5969	negative	5969.jpg	Gone to watch the Jays and guess who flew up here from the Rock?	
6007	negative	6007.jpg	Studying for this is gonna be torture -.-	
6044	negative	6044.jpg	When my nursing groupies rant/vent about work ????	
6139	negative	6139.jpg	No more I just don't have it in me anymore.	
6178	negative	6178.jpg	is she crazy?	
6230	negative	6230.jpg	Want hot music downloads on	
6256	negative	6256.jpg	My reaction to the ??	
6307	negative	6307.jpg	I HATE HIM I HATE HIM I HATE HIM I HATE HIM I HATE HIM.	
6328	negative	6328.jpg	When you realize your life is actually over ????????????	
6369	negative	6369.jpg	Want hot music downloads on	
6405	negative	6405.jpg	I have extreme swagger jagger! Jk I don't even know what swagger is ??	
6436	negative	6436.jpg	IS A TERRIBLE DISASTER. APPLE MUSIC IS A STORMING SUCCESS	
6438	negative	6438.jpg	retweet for liam and his little buddy down there x One Direction	
6446	negative	6446.jpg	""Lady"" Just sharing LOVE an A from my to you.	
6454	negative	6454.jpg	Trust us, today's SPB is unreal - the artist AND the festival:	
6486	negative	6486.jpg	We have to stop selling out the gray area. We all have a price. Why?	
6523	negative	6523.jpg	Want hot music downloads on	
6589	negative	6589.jpg	Creepy meets sexy in new video for ??????	
6628	negative	6628.jpg	The Dawdle by & filmed in Vanier, screens tonight @ TheVanierIndieFest	
6638	negative	6638.jpg	Sending the DMD link to a bunch of people on Facebook I swear they all better watch it	
6656	negative	6656.jpg	Want hot music downloads on	
6697	negative	6697.jpg	THIS SONG IS ABOUT NOTHING DRAGGING THEM DOWN NOT BREAKING THIS RECORD WILL DRAG THEM DOWN	
6730	negative	6730.jpg	""Lady"" Just sharing LOVE an A from my to you.	
6865	negative	6865.jpg	HARRY UR HAIR HLSHT	
6898	negative	6898.jpg	Want hot music downloads on	
6949	negative	6949.jpg	I came prepared! bizcards & copies of for all!	
6951	negative	6951.jpg	Want hot music downloads on	
6963	negative	6963.jpg	I SRSLY CANT RIGHT NOW OMG???	
6977	negative	6977.jpg	It's all eve long ???? $5 7pm Bring ur Budz ????	
6994	negative	6994.jpg	USE THIS AS YOUR HEADER (-: !	
7212	negative	7212.jpg	The Henri Star Orchestra plays M and T Plaza	
7229	negative	7229.jpg	Want hot music downloads on	
7289	negative	7289.jpg	""Lady"" Just sharing LOVE an A from my to you.	
7326	negative	7326.jpg	Now Playing Confessions Of A Fatherless Felon Mixtape by via	
7398	negative	7398.jpg	Want hot music downloads on	
7403	negative	7403.jpg	by OUT NOW !!!!!	
7408	negative	7408.jpg	July 2015 VOL.3, No.7, SERIAL page 26	
7448	negative	7448.jpg	SOMEONE STAB ME!! IT WOULD HURT LESS!! One Direction ??	
7466	negative	7466.jpg	Weed Mom @	
7479	negative	7479.jpg	by OUT NOW !!!!!	
7497	negative	7497.jpg	When you need to sleep but	
7510	negative	7510.jpg	Local collective wants to welcome everyone w/ DIY festival.	
7517	negative	7517.jpg	Want hot music downloads on	
7539	negative	7539.jpg	The key to victory? find out what folks want and give it to them	
7548	negative	7548.jpg	Any explanation for a curious (and fed up) Ontario resident	
7551	negative	7551.jpg	Why should u vote!	
7565	negative	7565.jpg	As seen in the West Island...	
7611	negative	7611.jpg	Missing my Abby ?	
7645	negative	7645.jpg	activity Holocaust survivor Roman Kent remembers his dog Lala	
7669	negative	7669.jpg	Post a w/a Coke & a dog! You could win $100	
7745	negative	7745.jpg	This is my love, who has died ...., wherever you are, i wish you well, i love you ?	
7788	negative	7788.jpg	Major throwback ???? but ??	
7809	negative	7809.jpg	my baby doll??	
7833	negative	7833.jpg	Happy National Dog Day! We love you Darcy!	
7854	negative	7854.jpg	I'm declaring a Picture War with my co-workers. I give you Poop-Bag Batman.	
7884	negative	7884.jpg	and I don't have a dog... Here's a pic of a sunfish I once caught merged w/ a photo of Joey Lawrence	
7922	negative	7922.jpg	Because there is no	
7986	negative	7986.jpg	""Is it too late for ?""	
8028	negative	8028.jpg	They give special love	
8067	negative	8067.jpg	Happy Celebrate and recognize all your pups!	
8110	negative	8110.jpg	Bronx we love you ?	
8129	negative	8129.jpg	Happy but get outta my bed!	
8156	negative	8156.jpg	to my baby girl up in heaven, miss you each & everyday ????	
8220	negative	8220.jpg	Happy to my poor Helen Keller of a pup ????????	
8234	negative	8234.jpg	You can't buy love, but you can rescue it.	
8321	negative	8321.jpg	my cutie ????	
8423	negative	8423.jpg	this is my baby her name is MODAY	
8427	negative	8427.jpg	I don't have a dog but I have birds.....????	
8466	negative	8466.jpg	Happy It's been almost 4 years, but I still miss my little buddy.	
8527	negative	8527.jpg	when you've been voting all day and some people haven't even voted once	
8530	negative	8530.jpg	Cough cough Michael	
8532	negative	8532.jpg	ya 5 es oh es is my favourite band	
8540	negative	8540.jpg	FUCK MY COUSIN STARTED TOUCHING MY PHONE WHILE I WAS TWEETING AND I USED THR WRONG HASHTAG	
8566	negative	8566.jpg	VOTE SPAM!! FOR MICHAEL TELLING US ABOUT VISITING A THERAPIST!!! 10	
8578	negative	8578.jpg	is the 5sos fam the best fam ?	
8579	negative	8579.jpg	My spotify queue knows what's up	
8596	negative	8596.jpg	where are all my fellow Hayley's	
8628	negative	8628.jpg	When you've got bigger hands that no one else understands...	
8675	negative	8675.jpg	LETS FKN PUT THIS SHIT IN ACTION	
8678	negative	8678.jpg	he's one badass motherfucker	
8691	negative	8691.jpg	guys we're barely winning	
8692	negative	8692.jpg	When people claim the 5SOSFam is cheating	
8704	negative	8704.jpg	We are kicking but ????	
8709	negative	8709.jpg	Aussie Rap never dies	
8720	negative	8720.jpg	when it's 3am and you remember you got shit to do in the morning	
8723	negative	8723.jpg	When people tag worth it VMA on a post, I cringe and kinda	
8726	negative	8726.jpg	um hello put that hand back were it belongs.... :O	
8739	negative	8739.jpg	When Calum Hood dont want to follow me	
8753	negative	8753.jpg	if 5sos wins	
8754	negative	8754.jpg	my grandpa thought this was a real tattoo	
8775	negative	8775.jpg	Luke when he sees people not voting	
8781	negative	8781.jpg	5sos fam @ 5h fans when they say we are cheating	
8784	negative	8784.jpg	Shirtless Calum ??????	
8786	negative	8786.jpg	LETS GO BALLS TO THE WALLS HERE GUYS	
8790	negative	8790.jpg	DO IT FOR LUKES ""LIL"" PEEPER	
8793	negative	8793.jpg	My response everytime????	
8814	negative	8814.jpg	Rt for Ashton wearing glasses and playing guitar ??	
8821	negative	8821.jpg	Stop the disrespect part 2	
8833	negative	8833.jpg	OMG THIS IS PATHETIC	
8852	negative	8852.jpg	Why am I so sad today? I hate being insecure ?? But I'll just keep voting to distract me	
8860	negative	8860.jpg	Who pissed in the Harmonizers cereal? I didn't even direct it to anyone! ??	
8866	negative	8866.jpg	for all the people who have tweeted "" ??????	
8870	negative	8870.jpg	when 5h fans start to dm you hate	
8872	negative	8872.jpg	Michael when he sees you haven't voted	
8873	negative	8873.jpg	When Michael finds out you're not voting.... 14	
8880	negative	8880.jpg	Michael w/ blonde hair makes me feel tingly ??	
8888	negative	8888.jpg	I love 5h stans	
8890	negative	8890.jpg	vote for smol lil mikey ????	
8891	negative	8891.jpg	Y R UR LIPS SO BIG AND PLUMP AND FLUFFY	
8893	negative	8893.jpg	Jack and mini jack	
8902	negative	8902.jpg	If you don't vote for	
8925	negative	8925.jpg	Remember when 5SOS vs food bc those table manners though	
8932	negative	8932.jpg	If 5h win... Picture from	
8937	negative	8937.jpg	But guys the boys are only 2 1/2 hours from me ??????????	
8940	negative	8940.jpg	Me because we are still in the lead	
8942	negative	8942.jpg	Someone threw a dildo on stage. That's so nasty	
8946	negative	8946.jpg	after a hard night of voting	
8960	negative	8960.jpg	I still have bad PCD and it's been 4 days	
8972	negative	8972.jpg	vote for fetus ??	
8973	negative	8973.jpg	Calum is me on the first day of school	
8979	negative	8979.jpg	Michael when he sees your not voting????	
8980	negative	8980.jpg	WHEN LUKE IS RTING EVEEYONE BUT YOU SO ???????????????????????????????????????????????????????????????????????? Xjsjs	
8983	negative	8983.jpg	i feel uncomfortable	
8986	negative	8986.jpg	luke in snap backs is life	
8990	negative	8990.jpg	is LIZ-APPROVED !!	
8991	negative	8991.jpg	VOTE FOR SASSY LUKE GUYS COME ON	
8993	negative	8993.jpg	Me because Jet black heart	
8994	negative	8994.jpg	STILL CONFUSED AS TO WHY WE ARE NOT THE WORLD WIDE TREND YET	
8998	negative	8998.jpg	DONT FUCKING STOP	
9009	negative	9009.jpg	how do you feel about this	
9013	negative	9013.jpg	or he will show up in your bedroom tonight	
9016	negative	9016.jpg	Luke when he see you aren't voting	
9017	negative	9017.jpg	now I'm just randomly picking irrelevant shit from my camera roll just vote guys	
9030	negative	9030.jpg	When calum sees you not voting	
9034	negative	9034.jpg	Me right now because it's 8am and I'm up waiting 4	
9038	negative	9038.jpg	MICHAELS BLOND AGAIN WTF THIS IS WHAT I WANTED IN OUR PIC U FART	
9051	negative	9051.jpg	@ people who aren't voting	
9067	negative	9067.jpg	We have arrived ????	
9079	negative	9079.jpg	to whoever isnt voting	
9098	negative	9098.jpg	this has been be for like two days straight	
9101	negative	9101.jpg	vote for Luke hitting puberty hard ????	
9108	negative	9108.jpg	guess who's nipples this is?	
9122	negative	9122.jpg	when you realize will never notice you ""no I'm okay no I'm not crying I'm cool I'm okay""	
9128	negative	9128.jpg	JUST RT!!! STOP WHAT YOU'RE DOING & WHOEVER YOU ARE	
9142	negative	9142.jpg	they look so happy ????	
9167	negative	9167.jpg	oops they're all gone	
9189	negative	9189.jpg	VOTW BECAUSE THIS PHOTO FUCKS ME UP	
9193	negative	9193.jpg	Me: *is dead*	
9197	negative	9197.jpg	Stop this disrespect 2k15	
9198	negative	9198.jpg	When 5SOS announced the new album, but you gots no money	
9200	negative	9200.jpg	That moment when never notices.	
9203	negative	9203.jpg	Is so frickin nice I love them so so so much ??????????????	
9204	negative	9204.jpg	I hate it when people act like this like we get it? You smoke week?	
9207	negative	9207.jpg	U voting for 5sos	
9208	negative	9208.jpg	Vote/Retweet for these 3/4 Queens of The New Broken Scene! ????	
9217	negative	9217.jpg	""what are you gonna do when 5sos get married"" buy a wedding dress duh	
9225	negative	9225.jpg	Why you not voting?	
9235	negative	9235.jpg	Me and at 5sos Wednesday	
9236	negative	9236.jpg	Ashton's face when he see you not voting	
9248	negative	9248.jpg	my version of don't stop PART 1: DONT STOP FUCKING VOTING??????	
9257	negative	9257.jpg	Technically I'm in the band .. a little bit bloody but I made it	
9291	negative	9291.jpg	I had not ponies so ...	
9299	negative	9299.jpg	COME ON FAM WE GOT THIS. DO IT FOR FETUS LUKE	
9306	negative	9306.jpg	Listening to all this new like..	
9307	negative	9307.jpg	when I see people not voting rn	
9318	negative	9318.jpg	Ashton grabbing his butt	
9324	negative	9324.jpg	""my girlfriends bitching cause I always sleep in""	
9337	negative	9337.jpg	The Canadian Toronto poster is sick. I'll need to print it off bc I never got it but that's alright	
9340	negative	9340.jpg	What the fuck is this? WHAT THE FUCK IS THIS?!	
9367	negative	9367.jpg	To person who created the hashtag and all those other fake ones	
9373	negative	9373.jpg	I was gone for one day...one. freaking. day.	
9384	negative	9384.jpg	When you realize school starts in less than two weeks ??????	
9394	negative	9394.jpg	when he wont let you suck the D so you use a lollie pop	
9399	negative	9399.jpg	""We're all mad here"" ?? ""We're all idiots here""	
9431	negative	9431.jpg	Me when I saw how far ahead we are	
9433	negative	9433.jpg	for disrespect from Luke Hemmings	
9434	negative	9434.jpg	rt to vote	
9445	negative	9445.jpg	got me like	
9449	negative	9449.jpg	Talking to my crush casually about 5sos	
9452	negative	9452.jpg	When luke retweets every fan and update account but you	
9455	negative	9455.jpg	When your balls hurt bc your to excited	
9457	negative	9457.jpg	I nEed a break, my phone is burning like	
9468	negative	9468.jpg	Calum is so embarrassing	
9502	negative	9502.jpg	When I'm trying to vote but my phones being slow	
9507	negative	9507.jpg	Let's win this for these losers	
9526	negative	9526.jpg	rt to vote	
9527	negative	9527.jpg	look at these attempts omg so sad ??	
9529	negative	9529.jpg	Rt for blonde Michael ??	
9542	negative	9542.jpg	when you tweet the wrong hashtag	
9544	negative	9544.jpg	I have no words to describe how adorable he is	
9545	negative	9545.jpg	STEP YOUR FUCKING GAME UP	
9549	negative	9549.jpg	If this doesn't make you vote i don't know what will,	
9556	negative	9556.jpg	Me: Huke Lemming is that you???? Luke/Huke: yaaaaaaaaaaaaaaaaah	
9560	negative	9560.jpg	YOU GUYS NEED TO STALK THEIR HASHTAG TO KNOW THIS SHIT	
9590	negative	9590.jpg	when my friends say I'm crazy but I'm really just trying to help win this????	
9594	negative	9594.jpg	When 5SOS don't follow you	
9631	negative	9631.jpg	""I've got a jet black heart""	
9649	negative	9649.jpg	IT HAPPENED AGAIN WTF	
9668	negative	9668.jpg	Just simpler this way	
9674	negative	9674.jpg	It's a small issue. But can move this to a museum of racist bullshit? It's a public menace.	
9684	negative	9684.jpg	The skinny bear the ""Harper is killing the polar bears"" crowd is circulating. Not even CDN.	
9689	negative	9689.jpg	Mulcair will waste country's time when there is no time to waste!	
9710	negative	9710.jpg	The Canadian stupid wants transformative agents rather than positive immigrants	
9711	negative	9711.jpg	is drowning under propaganda - near death	
9731	negative	9731.jpg	Cartoon of the Day: Europe's Migration Tragedy, Via	
9732	negative	9732.jpg	Talk also about work of Harper Government allies: Israel & Saudi Arabia.	
9734	negative	9734.jpg	Stephen Harper today says Canada won't do more that it already does for refugees.	
9740	negative	9740.jpg	signs all over Vancouver.	
9748	negative	9748.jpg	Dear I'm not afraid of ISIS. I'm afraid of you.	
9749	negative	9749.jpg	Death merchant wants major arms deals kept secret. Is he proud or ashamed of results?	
9752	negative	9752.jpg	data shows Cdns think struck right tone on surging as choice PM	
9753	negative	9753.jpg	tailings ponds leak 4 billion L of water a year the	
9755	negative	9755.jpg	This was my favorite response to unwanted signs. Of course, she deleted the comment quickly.	
9758	negative	9758.jpg	Harper's multiple year Miley Cyrus moment.	
